"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"836","Circe","Circe Nova","Cir","Female","Human","","Unaffiliated","Unknown","Bodyguard","","I have the following +backgrounds, with this disclaimer. Circe's life is not a nice story with happy people so if you're sensitive in that regard, then don't read these.
+background circe 1 for her early life

+background circe 2 for her years as a slave and how she got out
+background circe 3 for her time as a bounty hunter's apprentice
+background circe 4 for her years between Yavin and Endor created from actual rp on the once glorious but now defunct SW:Galaxies
+background circe 5 from Endor to IRL 1999 - The Rumors
+background circe 7 gives her comeback rumors

If you wanna know her from anywhere in her past, please arrange via mail or page.","Wed Sep 23 14:58:54 2020","**NONE**","**NONE**","**NONE**","","","","""Aeneas, I warn you, keep away from Circe's shores!""
        (Macareus 2, a companion of Odysseus, to Aeneas.
        Ovid, Metamorphoses 14.245) 

Hermes also advised Odysseus to accept Circe's favours while making her swear an oath not to try any more tricks, for otherwise, Hermes said, she could rob him of his courage and manhood.
 Friendship restores the crew to its original shape. That is how Odysseus could take Circe by surprise, and when she was threatened by him she remembered that Hermes had once told her of the arrival of this man to island. And as Hermes had predicted she invited him to her bed:

""...so that in love and sleep we may learn to trust one another."" 
(Circe to Odysseus. Homer, Odyssey 10.335) 

and then Odysseus persuaded her to free his comrades.


 In SW1: The Movie, Ms. Nova would be played by Rene Russo.

I have been on this mush for: 23yrs 290d 3h 28m 15s

IC Age: 62yrs 290d 3h 28m 15s% Though thanks to chemicals, surgical procedures, and a disciplined workout routine, she doesn't look that old!"
"846","Lianja","Lianja Tantai","Lia","Unknown","Unknown","Somewhere on the Outterim","Unaffiliated","CSA","Talent Recruiter","","pathwayintotheabyss.blogspot.com (Logs/BG/Random Lia thoughts)","Wed Aug 20 16:35:05 2008","**NONE**","**NONE**","[redacted]","","","","I hurt myself today             The hunger inside, given to me
To see if I still feel          Makes me what I am.
I focus on the pain             Always it is calling me
The only thing that's real      For the blood of man.
The needle tears a hole         They say I cannot be this
The old familiar sting          I am jaded, hiding from the day.
Try to kill it all away         I can't bear, I cannot
But I remember everything       Tame the hunger in me

Hatefull all thought of comfort is to me
Despised day, let me still night possess
Let me all torments feel in their excess"
"852","Guest2","**NONE**","g2","**NONE**","Human","","Guests","**NONE**","**NONE**","","**NONE**","Fri Dec 26 16:12:53 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"854","Guest3","**NONE**","g3","**NONE**","Verpine","","Guests","**NONE**","**NONE**","","**NONE**","Mon Jan 16 17:21:00 2023","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"855","Guest4","**NONE**","g4","**NONE**","Human","","Guests","**NONE**","**NONE**","","**NONE**","Fri Jun 12 02:22:01 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"857","Guest5","**NONE**","g5","**NONE**","Human","","Guests","**NONE**","**NONE**","","**NONE**","Sun Jul 13 18:50:30 2008","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"858","Guest6","**NONE**","g6","**NONE**","**NONE**","","Guests","**NONE**","**NONE**","","**NONE**","Sun Jul 13 18:50:32 2008","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"860","Guest7","**NONE**","g7","Female","**NONE**","","Guests","**NONE**","**NONE**","","**NONE**","Sun Jul 13 18:50:33 2008","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"861","Guest8","**NONE**","g8","**NONE**","**NONE**","","Guests","**NONE**","**NONE**","","**NONE**","Sun Jul 13 18:50:35 2008","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"865","Guest9","**NONE**","g9","**NONE**","Twi'lek","","Guests","**NONE**","**NONE**","","**NONE**","Sun Jul 13 18:50:36 2008","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"881","Viktor","Viktor S. Aristov","**NONE**","Male","**NONE**","","Imperial","Imperial Military","**NONE**","","**NONE**","Sat Dec 31 20:41:15 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"882","Tho'wra","Thow Ra","Tho","Male","Twi'lek","Etti IV","Unaffiliated","CSA","Pilgrim","","Blind, religious pilgrim, rumored to have been a doctor once.","Sat Aug 22 03:03:11 2015","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"887","Korlen","**NONE**","**NONE**","Male","Quarren","","Unaffiliated","Independent","**NONE**","","**NONE**","Fri Jul 03 01:30:25 2015","**NONE**","**NONE**","**NONE**","","","","Why would you try to put your finger there?"
"896","Janki","Jankius Reginald Doftwer","jk","Male","Human","","New Republic","Independent","**NONE**","","**NONE**","Wed Jul 18 21:46:17 2007","**NONE**","**NONE**","**NONE**","","","","No dark jedi plz, thx. :("
"922","Atticus","Lexington Atticus","Shaft","Male","Human","","Unaffiliated","Independent","Faction Head.","","""Command, whether of a platoon or a town, was a lonely state.""
        Alas, Babylon by Pat Frank

        Lexington Atticus has served many roles in the Empire, from officer and pilot to psychologist and academy instructor. For a more detailed history of one the Empire's oldest surviving officers, please see my website.

Haiku List - +background atticus 1","Thu Dec 27 13:54:14 2007","[redacted]","**NONE**","[redacted]","I was banned for my radical views on Viet Nam. That, and I was stealing projectors.","","","In SW1 The Movie, Morgan Freeman would play Lex Atticus.
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded November 1999"
"957","Nynaeve","Nynaeve Arthaus","Nyn","Female","Human","","New Republic","Republic Military","Space Cadet","","**NONE**","Sun Oct 15 10:11:59 2006","**NONE**","[redacted-email]","**NONE**","","","","-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-
          I have 1 @mails, 3 unread. I have been fingered 1 times today.         
                     I have been here for 25y 31d 11h 38m  8s
                          Which is 9156d 11h 38m  8s.                           
 -=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-"
"969","Sub_EU_Griff","**NONE**","Griffon","**NONE**","Human","","Unaffiliated","Griffons","**NONE**","","**NONE**","Thu Sep 29 20:18:40 2005","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"971","J'Dan","J'Dan Heboha","Dan","Male","Unknown","","Unknown","Independent","Unknown","","Grew up through a troubled past and acquired numerous odd traits.","Wed Oct 14 16:58:58 2015","**NONE**","[redacted-email]","[redacted]","I'm probably off doing college studentish stuff","","","Jon: ""Hehe, Dude lets go out and get some 40s""

Kairne: ""Dude they don't make 40 packs, do they?""
***(+finger kairne :)"
"1050","Rasi","Rasi Praddhan Cen","Ra","Male","Human","Fondor","New Republic","Republic Military","Officer, Republic Navy","","20/22","Sat Jul 29 04:55:31 2017","**NONE**","**NONE**","**NONE**","","","""And the bloodied slave rose to his feet, thrust his hand into his defiant chest, tore out his own heart and threw it at the aggressor saying 'free from bondage!'"".

 Creating wanton destruction and sipping tea since: Mon Jun 26 09:28:11 2006
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded February 2008","Very pageable for a variety of questions.

Music: Sonata in A Major, D.959 Part 2 - Franz Schubert"
"1065","marico","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Aug 24 14:59:59 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1074","BC_Sullust","Sullust Builder","Sullust","Male","**NONE**","","New Republic","**NONE**","**NONE**","","**NONE**","Thu Oct 20 18:27:41 2005","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1080","Seraphia","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jul 17 07:41:45 2020","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1091","Rennar","**NONE**","rennar;ren","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jan 02 01:56:59 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1095","BC_Vector","**NONE**","BV","Neuter","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Feb 09 19:29:01 2021","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1145","Dreven","Dreven Mercurio","**NONE**","Male","Human","Coruscant","Imperial","Independent","ISB 2nd Lt","","**NONE**","Sun Mar 18 17:44:19 2012","**NONE**","**NONE**","[redacted]","","","","COMPNOR is an often overlooked and sometimes under-appreciated aspect of the Empire. It exists to maintain the New Order and the will of the Emperor. ISB is merely the Military Branch of COMPNOR. COMPNOR and ISB will utilize torture frequently when dealing with civilian or military dissidents (respectively). It may also utilize reconditioning, which is an extremely ungainly situation to bring into a MUSH environment. You should understand, before consenting to roleplay with a COMPNOR or ISB character such as mine, that we exist to portray one of the most feared and dangerous non-military arms of the Empire. We trump the military during moments of disloyalty, and often we report directly to the Emperor's bidding. Be warned that going against COMPNOR is dangerous, and if you don't play your cards right, a consent warning will come."
"1148","Austin","Austin Juliet Riley","Fixit","Female","Human","Nar Shaddaa","Unaffiliated","Independent","Scavenger","","+bg Austin 1 for background.","Tue Apr 29 13:20:05 2025","[redacted]","Private.","**NONE**","","","","ICA = ICC
 Age: 22
 Casting Call: Jodelle Ferland (with red hair)"
"1164","Reiter","Ashlynn Reiter","**NONE**","Female","Human","","Imperial","Imperial Military","**NONE**","","**NONE**","Thu Jan 21 20:31:56 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1172","BC_Kalla","Builder Character - Kalla","Kalla","**NONE**","**NONE**","","Unaffiliated","CSA","Architect","","**NONE**","Thu Apr 23 20:17:06 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1186","NR_Wizard","**NONE**","WNR","Neuter","Human","","Management","**NONE**","**NONE**","","**NONE**","Mon Dec 29 19:08:46 1997","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1191","Griffons_Wizard","**NONE**","GrW","Male","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Oct 21 22:33:45 1998","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1209","BC_Yavin","**NONE**","**NONE**","**NONE**","**NONE**","","New Republic","**NONE**","**NONE**","","**NONE**","Sat Sep 19 14:59:16 2020","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1222","Kizuka","Camrath Kizuka","Kiz","male","Human","Aeschylus","Unknown","Caspar","Classified","","**NONE**","Wed Jul 13 15:53:50 2022","**NONE**","[redacted-email]","[redacted]","","","","<Independent> Minkar takes notes about Kizuka's plan. Kittens from hell + Swimming pool of crap -> ??? -> World domination.

In SW1, the movie, Kizuka would be played by Sean Bean as he looked in 'Goldeneye'.

Please note, when RPing with this character, he can be assumed to be accompanied by at least 6 Guards, with likely only one or two being 'obvious'. Just a head's up! :)

<Caspar> Kimach, OY. Kimelea says, ""Kiz, you don't have a one-track mind, you have a one-MOTORWAY mind. It scares me.

Kizuka yawns toothily. ""I can kill you any day I like. Today is just one of them."" -typical Kizquote (TM)

<Foresworn> Lord Wolfpup Ullan says, ""Oooh, death by remote control. We must harvest this power and use it for evil""

<Caspar> Kizuka says, ""Ully, add on a special penguin-operating limb.""

<Caspar> Damin says, ""This moment of disgust was brought to you by Kizuka Incorporated. Making the known galaxy groan in horror since the dawn of time.""

26 years, 139 days, 9 hours, 57 minutes, 30 seconds"
"1243","gaess","**NONE**","**NONE**","MALE","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Aug 14 10:24:32 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1261","Briale","Briale Elysaina MacTarish","Bri","Female","Human","Corellia","Unaffiliated","Caspar","CEO: Subpro Shipyards","","**NONE**","Fri Apr 20 14:59:01 2012","**NONE**","**NONE**","**NONE**","","","","If you need me and I haven't been around. Contact Webb or Mahon who can contact me offline. Because unless I'm dead, in the hospital, or deathly ill. I am around... Somewhere.
                         I have 0 @mail with 0 unread.                         

SubPro Information:
             Available Ships and Prices: +bg sps 1 or +bg subpro 1             
                Upgrades and Prices: +bg sps 2 or +bg subpro 2"
"1262","Jagger","Captain Jagger Priest","Jag","Male","Near Human","Onderon","Unaffiliated","CSA","Game Hunter","","Retired Mandalorian soldier, now game-hunter and 'procurer' for the CSA.","Thu Oct 08 03:50:19 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1272","Aaden","Aaden'maal Baeyal","Aad","Male","Human","Calithdor","New Republic","Republic Military","**NONE**","","**NONE**","Wed Jan 28 23:08:56 2026","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1276","Noreaudo","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Aug 20 03:40:05 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1278","Greenspan","**NONE**","Pym","Male","Sephira","","Management","**NONE**","Game Economic Systems","","http://www.3verse.cx/index.php?mush","Mon Sep 26 02:22:24 2005","[redacted]","[redacted-email]","[redacted]","Hello! I am offline and unavailable. Please leave me some @mail!","","","**NONE**"
"1279","SwoopRaceMan","**NONE**","srm","Very fast...","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Fri Nov 16 07:32:45 2007","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1286","Anara","Anara Nota","**NONE**","Female","Near Human","","New Republic","Independent","**NONE**","","**NONE**","Sat Aug 22 10:21:37 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1288","Anya","**NONE**","**NONE**","Female","Human","","New Republic","Republic Military","**NONE**","","**NONE**","Wed Oct 07 22:01:43 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1291","sumeto","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jul 12 10:15:17 2020","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1306","BC_Corellia","Corellia Builder","co","N","**NONE**","","New Republic","**NONE**","Building Corellia (Duh!)","","**NONE**","Fri Sep 05 03:48:31 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1323","Vel","**NONE**","VC","Male","**NONE**","","Imperial","**NONE**","**NONE**","","**NONE**","Tue Sep 03 15:43:17 2013","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"1329","Nasiri","Nasiri Zithreej","Na","Male","Falleen","Indoumodo","Imperial","CSA","Crime Lord of the Night Parade","","**NONE**","Fri Jun 12 19:12:35 2026","**NONE**","**NONE**","**NONE**","","","","As a hobby Nasiri has taken to breeding and cultivating Arachnids of many types, this is reflected in his beast skill of 5D+"
"1334","Elias","Elias Corentin","El;Diablo","male","Human","","Imperial","Imperial Military","ISB Agent","","**NONE**","Fri Mar 11 20:14:08 2016","**NONE**","**NONE**","[redacted]","","","","**NONE**"
"1336","Ferrak","**NONE**","Dosk","male","Trandoshan","Trandosha","Unaffiliated","Independent","Repossession Specialist","","Shady...very shady...","Sat Aug 27 04:14:15 2011","**NONE**","**NONE**","**NONE**","","","","OOC Drinking=ICC with me"
"1362","Agnes","Agnes Aleinore Thomase","Ag","Female","Human","Kuat","Unaffiliated","Independent","Escort","","**NONE**","Fri Jul 10 16:56:51 2020","**NONE**","**NONE**","**NONE**","","","","In SW1: The Movie, Agnes would be played by the lovely Astrid Berges-Frisbey."
